playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
reedho01,1965,LAN,NL,WS,P,2,0,10,1,0,0,0,false,,1,0
rosebjo01,1965,LAN,NL,WS,C,7,7,180,57,4,0,0,false,0,2,2
tracedi01,1965,LAN,NL,WS,2B,5,4,120,11,11,1,4,false,,,
willsma01,1965,LAN,NL,WS,SS,7,7,180,14,27,0,6,false,,,
allisbo01,1965,MIN,AL,WS,LF,5,5,129,11,0,0,0,false,,,
batteea01,1965,MIN,AL,WS,C,7,7,169,31,6,0,2,false,0,9,5
bosweda01,1965,MIN,AL,WS,P,1,0,8,0,0,0,0,false,,2,0
grantmu01,1965,MIN,AL,WS,P,3,3,69,0,1,0,0,false,,2,3
hallji02,1965,MIN,AL,WS,CF,2,2,51,2,0,0,0,false,,,
kaatji01,1965,MIN,AL,WS,P,3,3,43,5,2,0,0,false,,1,1
killeha01,1965,MIN,AL,WS,3B,7,7,180,11,7,1,0,false,,,
klippjo01,1965,MIN,AL,WS,P,2,0,8,0,0,0,0,false,,0,1
merriji01,1965,MIN,AL,WS,P,2,0,10,0,2,0,0,false,,0,0
minchdo01,1965,MIN,AL,WS,1B,7,7,180,51,4,0,0,false,,,
nossejo01,1965,MIN,AL,WS,CF,5,5,129,13,0,0,0,false,,,
olivato01,1965,MIN,AL,WS,RF,7,7,180,20,0,1,0,false,,,
pascuca02,1965,MIN,AL,WS,P,1,1,15,0,1,0,0,false,,3,0
perryji01,1965,MIN,AL,WS,P,2,0,12,0,1,0,0,false,,1,1
pleisbi01,1965,MIN,AL,WS,P,1,0,3,0,1,0,0,false,,0,0
quilifr01,1965,MIN,AL,WS,2B,7,7,180,15,19,2,0,false,,,
valdesa01,1965,MIN,AL,WS,LF,2,2,51,6,0,0,0,false,,,
versazo01,1965,MIN,AL,WS,SS,7,7,180,12,12,0,3,false,,,
worthal01,1965,MIN,AL,WS,P,2,0,12,1,1,1,0,false,,0,0
zimmeje01,1965,MIN,AL,WS,C,2,0,11,2,1,0,1,false,0,0,1
aparilu01,1966,BAL,AL,WS,SS,4,4,108,9,8,0,2,false,,,
blairpa01,1966,BAL,AL,WS,CF,4,2,63,9,0,0,0,false,,,
blefacu01,1966,BAL,AL,WS,LF,4,4,96,7,0,0,0,false,,,
bunkewa01,1966,BAL,AL,WS,P,1,1,27,0,3,0,0,false,,0,0
drabomo01,1966,BAL,AL,WS,P,1,0,20,0,0,0,0,false,,0,0
etchean01,1966,BAL,AL,WS,C,4,4,108,32,1,0,1,false,0,1,1
johnsda02,1966,BAL,AL,WS,2B,4,4,108,12,12,0,4,false,,,
mcnalda01,1966,BAL,AL,WS,P,2,2,34,0,0,0,0,false,,1,1
palmeji01,1966,BAL,AL,WS,P,1,1,27,0,2,0,0,false,,0,0
powelbo01,1966,BAL,AL,WS,1B,4,4,108,27,1,0,3,false,,,
robinbr01,1966,BAL,AL,WS,3B,4,4,108,4,6,0,1,false,,,
robinfr02,1966,BAL,AL,WS,RF,4,4,108,6,0,0,0,false,,,
snyderu01,1966,BAL,AL,WS,CF,2,2,45,2,0,0,0,false,,,
snyderu01,1966,BAL,AL,WS,LF,3,0,12,0,0,0,0,false,,,
breweji01,1966,LAN,NL,WS,P,1,0,3,0,0,0,0,false,,0,0
davisto02,1966,LAN,NL,WS,LF,3,2,54,3,0,0,0,false,,,
daviswi02,1966,LAN,NL,WS,CF,4,4,102,6,0,3,0,false,,,
drysddo01,1966,LAN,NL,WS,P,2,2,30,0,3,0,0,false,,0,1
fairlro01,1966,LAN,NL,WS,1B,1,0,3,2,0,0,0,false,,,
fairlro01,1966,LAN,NL,WS,RF,2,2,48,3,0,1,0,false,,,
gilliji01,1966,LAN,NL,WS,3B,2,2,54,3,4,1,1,false,,,
johnslo01,1966,LAN,NL,WS,LF,2,2,48,2,0,0,0,false,,,
johnslo01,1966,LAN,NL,WS,RF,3,2,54,7,0,0,0,false,,,
kennejo03,1966,LAN,NL,WS,3B,2,2,48,0,3,0,0,false,,,
koufasa01,1966,LAN,NL,WS,P,1,1,18,0,1,0,0,false,,0,0
lefebji01,1966,LAN,NL,WS,2B,4,4,102,11,11,0,3,false,,,
millebo04,1966,LAN,NL,WS,P,1,0,9,0,1,0,0,false,,0,0
moelljo01,1966,LAN,NL,WS,P,1,0,6,0,0,0,0,false,,0,0
osteecl01,1966,LAN,NL,WS,P,1,1,21,1,0,0,0,false,,0,0
parkewe01,1966,LAN,NL,WS,1B,4,4,99,31,2,0,4,false,,,
perraro01,1966,LAN,NL,WS,P,2,0,10,0,2,1,0,false,,0,0
reganph01,1966,LAN,NL,WS,P,2,0,5,0,1,0,0,false,,0,0
rosebjo01,1966,LAN,NL,WS,C,4,4,102,22,2,0,1,false,0,0,1
willsma01,1966,LAN,NL,WS,SS,4,4,102,11,14,0,3,false,,,
adairje01,1967,BOS,AL,WS,2B,4,4,102,7,12,0,1,false,,,
andremi01,1967,BOS,AL,WS,2B,3,3,81,2,6,0,0,false,,,
bellga01,1967,BOS,AL,WS,P,3,1,16,0,2,0,1,false,,0,0
brettke01,1967,BOS,AL,WS,P,2,0,4,0,0,0,0,false,,0,0
foyjo01,1967,BOS,AL,WS,3B,3,3,78,7,10,1,0,false,,,
gibsoru01,1967,BOS,AL,WS,C,2,1,24,9,0,0,0,false,1,3,0
harreke01,1967,BOS,AL,WS,RF,4,4,87,5,0,0,0,false,,,
howarel01,1967,BOS,AL,WS,C,7,6,147,23,1,0,0,false,0,3,1
jonesda03,1967,BOS,AL,WS,3B,5,4,105,4,8,0,2,false,,,
lonboji01,1967,BOS,AL,WS,P,3,3,72,1,2,0,0,false,,2,1
morehda01,1967,BOS,AL,WS,P,2,0,10,0,0,0,0,false,,2,0
osinsda01,1967,BOS,AL,WS,P,2,0,4,0,0,0,0,false,,0,0
petrori01,1967,BOS,AL,WS,SS,7,7,183,11,20,2,1,false,,,
ryanmi02,1967,BOS,AL,WS,C,1,0,12,4,0,0,0,false,0,1,0
santijo02,1967,BOS,AL,WS,P,3,2,29,0,0,0,0,false,,2,0
scottge02,1967,BOS,AL,WS,1B,7,7,183,70,3,0,3,false,,,
siebeno01,1967,BOS,AL,WS,RF,1,0,3,0,0,0,0,false,,,
smithre06,1967,BOS,AL,WS,CF,7,7,183,14,0,0,0,false,,,
stangle01,1967,BOS,AL,WS,P,1,0,6,0,0,1,0,false,,0,0
stephje01,1967,BOS,AL,WS,P,1,0,6,0,0,0,0,false,,0,0
tartajo01,1967,BOS,AL,WS,RF,6,3,87,7,0,0,0,false,,,
thomage01,1967,BOS,AL,WS,RF,1,0,6,1,0,0,0,false,,,
waslega01,1967,BOS,AL,WS,P,2,1,25,2,0,0,0,false,,1,0
wyattjo02,1967,BOS,AL,WS,P,2,0,11,0,0,0,0,false,,0,0
yastrca01,1967,BOS,AL,WS,LF,7,7,183,16,2,0,0,false,,,
bressed01,1967,SLN,NL,WS,SS,2,0,6,0,0,0,0,false,,,
brilene01,1967,SLN,NL,WS,P,2,1,33,0,4,0,0,false,,0,0
brocklo01,1967,SLN,NL,WS,LF,7,7,183,13,0,0,0,false,,,
carltst01,1967,SLN,NL,WS,P,1,1,18,0,0,0,0,false,,0,0
cepedor01,1967,SLN,NL,WS,1B,7,7,183,52,4,0,3,false,,,
floodcu01,1967,SLN,NL,WS,CF,7,7,183,15,0,0,0,false,,,
gibsobo01,1967,SLN,NL,WS,P,3,3,81,2,3,0,0,false,,0,1
hoernjo01,1967,SLN,NL,WS,P,2,0,2,0,0,0,0,false,,0,0
hughedi01,1967,SLN,NL,WS,P,2,2,27,1,0,0,0,false,,0,0
jastela01,1967,SLN,NL,WS,P,1,0,1,0,0,0,0,false,,0,0
javieju01,1967,SLN,NL,WS,2B,7,7,183,12,20,1,4,false,,,
lamabja01,1967,SLN,NL,WS,P,3,0,8,0,1,0,1,false,,0,1
marisro01,1967,SLN,NL,WS,RF,7,7,183,15,0,1,0,false,,,
maxvida01,1967,SLN,NL,WS,SS,7,7,177,13,17,0,3,false,,,
mccarti01,1967,SLN,NL,WS,C,7,7,183,55,4,0,1,false,0,1,2
shannmi01,1967,SLN,NL,WS,3B,7,7,183,5,13,2,1,false,,,
washbra01,1967,SLN,NL,WS,P,2,0,7,0,1,0,0,false,,0,0
williro01,1967,SLN,NL,WS,P,3,0,3,0,0,0,0,false,,1,0
woodeha01,1967,SLN,NL,WS,P,1,0,3,0,1,0,0,false,,0,0
cashno01,1968,DET,AL,WS,1B,7,7,186,58,7,2,3,false,,,
dobsopa01,1968,DET,AL,WS,P,3,0,14,1,0,0,0,false,,2,1
freehbi01,1968,DET,AL,WS,C,7,7,186,45,6,2,2,false,0,11,5
hillejo01,1968,DET,AL,WS,P,2,0,6,1,0,0,0,false,,0,0
hortowi01,1968,DET,AL,WS,LF,7,7,162,5,1,1,0,false,,,
kalinal01,1968,DET,AL,WS,RF,7,7,186,19,0,0,0,false,,,
lashefr01,1968,DET,AL,WS,P,1,0,6,0,1,0,0,false,,0,0
lolicmi01,1968,DET,AL,WS,P,3,3,81,1,4,0,0,false,,4,1
matheed01,1968,DET,AL,WS,3B,1,1,27,0,1,1,0,false,,,
mcauldi01,1968,DET,AL,WS,2B,7,7,186,12,16,0,2,false,,,
mclaide01,1968,DET,AL,WS,P,3,3,50,0,3,1,0,false,,2,0
mcmahdo02,1968,DET,AL,WS,P,2,0,6,1,0,0,0,false,,0,0
northji01,1968,DET,AL,WS,CF,7,7,162,19,0,2,0,false,,,
northji01,1968,DET,AL,WS,LF,4,0,24,1,0,0,0,false,,,
oylerra01,1968,DET,AL,WS,SS,4,0,24,2,0,0,0,false,,,
patteda02,1968,DET,AL,WS,P,2,0,9,0,1,0,0,false,,0,1
sparmjo01,1968,DET,AL,WS,P,1,0,1,0,0,0,0,false,,0,0
stanlmi01,1968,DET,AL,WS,CF,4,0,24,2,0,0,0,false,,,
stanlmi01,1968,DET,AL,WS,SS,7,7,162,14,16,2,3,false,,,
tracedi01,1968,DET,AL,WS,3B,1,0,3,0,0,0,0,false,,,
wertdo01,1968,DET,AL,WS,3B,6,6,156,5,14,0,2,false,,,
wilsoea01,1968,DET,AL,WS,P,1,1,13,0,2,0,0,false,,3,2
brilene01,1968,SLN,NL,WS,P,2,2,34,0,2,0,0,false,,0,0
brocklo01,1968,SLN,NL,WS,LF,7,7,186,14,0,1,0,false,,,
carltst01,1968,SLN,NL,WS,P,2,0,12,1,1,0,0,false,,0,0
cepedor01,1968,SLN,NL,WS,1B,7,7,186,47,4,0,7,false,,,
davisro01,1968,SLN,NL,WS,RF,2,2,51,5,0,0,0,false,,,
floodcu01,1968,SLN,NL,WS,CF,7,7,186,12,0,0,0,false,,,
gibsobo01,1968,SLN,NL,WS,P,3,3,81,2,0,0,0,false,,0,1
grangwa01,1968,SLN,NL,WS,P,1,0,6,0,1,0,1,false,,0,0
hoernjo01,1968,SLN,NL,WS,P,3,0,14,0,0,0,0,false,,0,0
hughedi01,1968,SLN,NL,WS,P,1,0,1,0,0,0,0,false,,0,0
jastela01,1968,SLN,NL,WS,P,1,0,0,0,0,0,0,false,,0,0
javieju01,1968,SLN,NL,WS,2B,7,7,186,15,13,0,4,false,,,
marisro01,1968,SLN,NL,WS,RF,5,5,135,8,0,0,0,false,,,
maxvida01,1968,SLN,NL,WS,SS,7,7,183,15,15,0,6,false,,,
mccarti01,1968,SLN,NL,WS,C,7,7,186,61,1,0,0,false,0,0,1
nelsome01,1968,SLN,NL,WS,P,1,0,3,0,0,0,0,false,,0,0
schofdi01,1968,SLN,NL,WS,SS,1,0,3,0,0,0,0,false,,,
shannmi01,1968,SLN,NL,WS,3B,7,7,186,5,10,1,1,false,,,
washbra01,1968,SLN,NL,WS,P,2,2,22,0,1,0,0,false,,0,0
williro01,1968,SLN,NL,WS,P,3,0,13,1,0,0,0,false,,0,0
belanma01,1969,BAL,AL,ALCS,SS,3,3,96,4,9,0,1,false,,,
blairpa01,1969,BAL,AL,ALCS,CF,3,3,96,8,0,0,0,false,,,
bufordo01,1969,BAL,AL,ALCS,LF,3,3,96,8,0,0,0,false,,,
cuellmi01,1969,BAL,AL,ALCS,P,1,1,24,0,0,0,0,false,,0,0
etchean01,1969,BAL,AL,ALCS,C,2,1,36,11,0,0,0,false,0,1,0
halldi01,1969,BAL,AL,ALCS,P,1,0,2,0,0,0,0,false,,0,0
hendrel01,1969,BAL,AL,ALCS,C,3,2,60,18,0,0,0,false,0,1,0
johnsda02,1969,BAL,AL,ALCS,2B,3,3,96,5,11,0,2,false,,,
lopezma01,1969,BAL,AL,ALCS,P,1,0,1,0,0,0,0,false,,0,0
mcnalda01,1969,BAL,AL,ALCS,P,1,1,33,0,0,0,0,false,,1,0
palmeji01,1969,BAL,AL,ALCS,P,1,1,27,0,1,0,0,false,,0,0
powelbo01,1969,BAL,AL,ALCS,1B,3,3,96,34,0,0,2,false,,,
richepe01,1969,BAL,AL,ALCS,P,1,0,3,0,0,0,0,false,,1,0
robinbr01,1969,BAL,AL,ALCS,3B,3,3,96,6,10,0,0,false,,,
robinfr02,1969,BAL,AL,ALCS,RF,3,3,96,2,0,1,0,false,,,
watted01,1969,BAL,AL,ALCS,P,1,0,6,0,0,0,0,false,,0,0
allisbo01,1969,MIN,AL,ALCS,LF,2,2,56,6,0,0,0,false,,,
bosweda01,1969,MIN,AL,ALCS,P,1,1,32,1,4,0,1,false,,0,2
cardele01,1969,MIN,AL,ALCS,SS,3,3,94,14,12,1,3,false,,,
carewro01,1969,MIN,AL,ALCS,2B,3,3,94,5,3,1,1,false,,,
chancde01,1969,MIN,AL,ALCS,P,1,0,6,0,0,0,0,false,,0,0
grzenjo01,1969,MIN,AL,ALCS,P,1,0,2,0,0,0,0,false,,0,0
hallto01,1969,MIN,AL,ALCS,P,1,0,2,0,0,0,0,false,,0,0
killeha01,1969,MIN,AL,ALCS,3B,3,3,94,6,3,0,0,false,,,
millebo04,1969,MIN,AL,ALCS,P,1,1,5,0,0,0,0,false,,0,0
mittege01,1969,MIN,AL,ALCS,C,2,2,65,11,4,0,0,false,0,0,4
olivato01,1969,MIN,AL,ALCS,RF,3,3,94,6,1,2,0,false,,,
perraro01,1969,MIN,AL,ALCS,P,3,0,14,0,1,0,0,false,,0,1
perryji01,1969,MIN,AL,ALCS,P,1,1,24,0,1,0,0,false,,0,1
reeseri01,1969,MIN,AL,ALCS,1B,3,3,94,25,5,0,3,false,,,
rosebjo01,1969,MIN,AL,ALCS,C,2,1,29,6,1,0,0,false,0,0,0
tovarce01,1969,MIN,AL,ALCS,CF,3,3,94,10,0,0,0,false,,,
uhlaete01,1969,MIN,AL,ALCS,LF,2,1,38,4,0,1,0,false,,,
woodsdi01,1969,MIN,AL,ALCS,P,1,0,5,0,0,0,0,false,,0,0
worthal01,1969,MIN,AL,ALCS,P,1,0,4,0,0,0,0,false,,0,0
aaronha01,1969,ATL,NL,NLCS,RF,3,3,78,5,1,0,0,false,,,
boyercl02,1969,ATL,NL,NLCS,3B,3,3,78,3,9,1,0,false,,,
brittji02,1969,ATL,NL,NLCS,P,1,0,1,0,0,0,0,false,,0,0
cartyri01,1969,ATL,NL,NLCS,LF,3,3,72,2,0,0,0,false,,,
cepedor01,1969,ATL,NL,NLCS,1B,3,3,78,29,1,2,2,false,,,
didiebo01,1969,ATL,NL,NLCS,C,3,3,75,24,2,0,0,false,1,5,1
doylepa01,1969,ATL,NL,NLCS,P,1,0,3,0,0,0,0,false,,0,0
garrigi01,1969,ATL,NL,NLCS,SS,3,3,75,5,8,0,3,false,,,
gonzato01,1969,ATL,NL,NLCS,CF,3,3,78,3,1,2,0,false,,,
jacksso01,1969,ATL,NL,NLCS,SS,1,0,3,0,0,0,0,false,,,
jarvipa01,1969,ATL,NL,NLCS,P,1,1,13,1,2,0,1,false,,0,0
lummi01,1969,ATL,NL,NLCS,LF,1,0,6,0,0,0,0,false,,,
millafe01,1969,ATL,NL,NLCS,2B,3,3,78,3,8,1,1,false,,,
neibaga01,1969,ATL,NL,NLCS,P,1,0,3,0,0,0,0,false,,0,0
niekrph01,1969,ATL,NL,NLCS,P,1,1,24,0,3,0,0,false,,1,0
pappami01,1969,ATL,NL,NLCS,P,1,0,7,0,0,0,0,false,,1,0
reedro01,1969,ATL,NL,NLCS,P,1,1,5,0,1,0,0,false,,2,0
stonege02,1969,ATL,NL,NLCS,P,1,0,3,1,1,0,0,false,,0,0
tillmbo01,1969,ATL,NL,NLCS,C,1,0,3,2,0,0,0,false,0,0,0
upshace01,1969,ATL,NL,NLCS,P,3,0,19,0,1,0,1,false,,1,1
ageeto01,1969,NYN,NL,NLCS,CF,3,3,81,9,0,0,0,false,,,
bosweke01,1969,NYN,NL,NLCS,2B,3,3,60,3,2,1,1,false,,,
garrewa01,1969,NYN,NL,NLCS,3B,3,3,81,1,5,0,0,false,,,
gasparo01,1969,NYN,NL,NLCS,RF,3,0,21,2,0,0,0,false,,,
gentrga01,1969,NYN,NL,NLCS,P,1,1,6,0,0,0,0,false,,0,0
groteje01,1969,NYN,NL,NLCS,C,3,3,81,22,1,0,0,false,1,1,0
harrebu01,1969,NYN,NL,NLCS,SS,3,3,81,6,7,1,2,false,,,
jonescl01,1969,NYN,NL,NLCS,LF,3,3,81,11,0,0,0,false,,,
koosmje01,1969,NYN,NL,NLCS,P,1,1,14,0,1,0,0,false,,0,0
kraneed01,1969,NYN,NL,NLCS,1B,3,3,81,20,3,0,2,false,,,
mcgratu01,1969,NYN,NL,NLCS,P,1,0,9,0,0,0,0,false,,0,0
ryanno01,1969,NYN,NL,NLCS,P,1,0,21,1,0,0,0,false,,0,0
seaveto01,1969,NYN,NL,NLCS,P,1,1,21,1,1,0,0,false,,1,0
shamsar01,1969,NYN,NL,NLCS,RF,3,3,60,3,0,0,0,false,,,
tayloro01,1969,NYN,NL,NLCS,P,2,0,10,1,0,0,0,false,,0,0
weisal01,1969,NYN,NL,NLCS,2B,3,0,21,1,3,0,1,false,,,
belanma01,1969,BAL,AL,WS,SS,5,5,129,7,14,0,3,false,,,
blairpa01,1969,BAL,AL,WS,CF,5,5,129,7,0,0,0,false,,,
bufordo01,1969,BAL,AL,WS,LF,5,5,129,8,0,0,0,false,,,
cuellmi01,1969,BAL,AL,WS,P,2,2,48,0,1,0,0,false,,0,1
etchean01,1969,BAL,AL,WS,C,2,2,51,16,0,0,0,false,0,1,0
halldi01,1969,BAL,AL,WS,P,1,0,0,0,0,0,0,false,,0,0
hendrel01,1969,BAL,AL,WS,C,3,3,78,21,1,0,1,false,0,0,1
johnsda02,1969,BAL,AL,WS,2B,5,5,129,8,15,0,4,false,,,
leonhda01,1969,BAL,AL,WS,P,1,0,6,0,1,0,0,false,,0,0
mcnalda01,1969,BAL,AL,WS,P,2,2,48,1,1,0,0,false,,1,0
palmeji01,1969,BAL,AL,WS,P,1,1,18,1,0,1,0,false,,0,0
powelbo01,1969,BAL,AL,WS,1B,5,5,129,46,2,1,3,false,,,
richepe01,1969,BAL,AL,WS,P,1,0,0,0,0,1,0,false,,0,0
robinbr01,1969,BAL,AL,WS,3B,5,5,129,1,16,0,0,false,,,
robinfr02,1969,BAL,AL,WS,RF,5,5,129,13,0,0,0,false,,,
watted01,1969,BAL,AL,WS,P,2,0,9,0,0,1,0,false,,0,0
ageeto01,1969,NYN,NL,WS,CF,5,5,135,19,0,0,0,false,,,
bosweke01,1969,NYN,NL,WS,2B,1,1,21,0,1,0,0,false,,,
cardwdo01,1969,NYN,NL,WS,P,1,0,3,0,0,0,0,false,,0,0
charled01,1969,NYN,NL,WS,3B,4,4,105,3,9,0,0,false,,,
clenddo01,1969,NYN,NL,WS,1B,4,4,108,30,4,0,0,false,,,
garrewa01,1969,NYN,NL,WS,3B,2,1,30,1,0,1,0,false,,,
gasparo01,1969,NYN,NL,WS,RF,1,0,6,2,0,0,0,false,,,
gentrga01,1969,NYN,NL,WS,P,1,1,20,0,0,0,0,false,,0,0
groteje01,1969,NYN,NL,WS,C,5,5,135,29,2,0,0,false,0,1,1
harrebu01,1969,NYN,NL,WS,SS,5,5,135,13,17,0,0,false,,,
jonescl01,1969,NYN,NL,WS,LF,5,5,135,7,0,0,0,false,,,
koosmje01,1969,NYN,NL,WS,P,2,2,53,0,2,0,0,false,,1,0
kraneed01,1969,NYN,NL,WS,1B,1,1,27,7,0,0,0,false,,,
ryanno01,1969,NYN,NL,WS,P,1,0,7,0,0,0,0,false,,0,0
seaveto01,1969,NYN,NL,WS,P,2,2,45,2,1,0,0,false,,0,1
shamsar01,1969,NYN,NL,WS,RF,1,1,21,1,0,0,0,false,,,
swoboro01,1969,NYN,NL,WS,RF,4,4,108,14,0,0,0,false,,,
tayloro01,1969,NYN,NL,WS,P,2,0,7,0,1,0,0,false,,0,0
weisal01,1969,NYN,NL,WS,2B,5,4,114,7,5,1,0,false,,,
belanma01,1970,BAL,AL,ALCS,SS,3,3,81,6,14,0,3,false,,,
blairpa01,1970,BAL,AL,ALCS,CF,3,3,81,4,0,0,0,false,,,
bufordo01,1970,BAL,AL,ALCS,LF,2,2,54,2,0,0,0,false,,,
cuellmi01,1970,BAL,AL,ALCS,P,1,1,13,1,3,0,0,false,,0,0
etchean01,1970,BAL,AL,ALCS,C,2,2,54,19,0,0,0,false,0,0,0
halldi01,1970,BAL,AL,ALCS,P,1,0,14,0,0,0,0,false,,0,0
hendrel01,1970,BAL,AL,ALCS,C,1,1,27,5,0,0,0,false,0,0,0
johnsda02,1970,BAL,AL,ALCS,2B,3,3,81,11,4,0,3,false,,,
mcnalda01,1970,BAL,AL,ALCS,P,1,1,27,0,0,0,0,false,,0,0
palmeji01,1970,BAL,AL,ALCS,P,1,1,27,1,1,0,0,false,,0,0
powelbo01,1970,BAL,AL,ALCS,1B,3,3,81,24,1,0,3,false,,,
retteme01,1970,BAL,AL,ALCS,LF,1,1,27,3,1,0,0,false,,,
robinbr01,1970,BAL,AL,ALCS,3B,3,3,81,3,5,0,0,false,,,
robinfr02,1970,BAL,AL,ALCS,RF,3,3,81,2,0,0,0,false,,,
alyeabr01,1970,MIN,AL,ALCS,LF,2,2,51,0,0,0,0,false,,,
blylebe01,1970,MIN,AL,ALCS,P,1,0,6,1,0,0,0,false,,0,0
cardele01,1970,MIN,AL,ALCS,SS,3,3,78,6,11,2,3,false,,,
hallto01,1970,MIN,AL,ALCS,P,2,1,16,0,0,0,0,false,,0,0
holtji01,1970,MIN,AL,ALCS,CF,3,1,30,3,0,1,0,false,,,
kaatji01,1970,MIN,AL,ALCS,P,1,1,6,0,0,0,0,false,,0,0
killeha01,1970,MIN,AL,ALCS,1B,1,1,27,7,0,0,1,false,,,
killeha01,1970,MIN,AL,ALCS,3B,2,2,51,1,4,1,0,false,,,
mittege01,1970,MIN,AL,ALCS,C,2,2,54,16,1,0,2,false,0,0,0
olivato01,1970,MIN,AL,ALCS,RF,3,3,78,10,2,0,1,false,,,
perraro01,1970,MIN,AL,ALCS,P,2,0,7,0,1,0,1,false,,0,0
perryji01,1970,MIN,AL,ALCS,P,2,1,16,1,0,0,0,false,,0,0
quilifr01,1970,MIN,AL,ALCS,2B,2,0,18,1,1,0,1,false,,,
ratlipa01,1970,MIN,AL,ALCS,C,1,1,24,7,0,1,0,false,0,0,0
reeseri01,1970,MIN,AL,ALCS,1B,2,2,51,16,2,0,3,false,,,
renicri01,1970,MIN,AL,ALCS,3B,1,1,27,1,3,0,0,false,,,
thompda01,1970,MIN,AL,ALCS,2B,3,3,57,2,3,1,1,false,,,
tiantlu01,1970,MIN,AL,ALCS,P,1,0,2,0,0,0,0,false,,0,0
tovarce01,1970,MIN,AL,ALCS,2B,1,0,3,0,0,0,0,false,,,
tovarce01,1970,MIN,AL,ALCS,CF,2,2,48,3,0,0,0,false,,,
tovarce01,1970,MIN,AL,ALCS,LF,2,1,27,3,0,0,0,false,,,
willist02,1970,MIN,AL,ALCS,P,2,0,18,0,0,0,0,false,,0,0
woodsdi01,1970,MIN,AL,ALCS,P,1,0,3,0,0,0,0,false,,0,0
zeppbi01,1970,MIN,AL,ALCS,P,2,0,4,0,0,0,0,false,,0,0
benchjo01,1970,CIN,NL,NLCS,C,3,3,84,20,3,0,0,false,0,0,2
carbobe01,1970,CIN,NL,NLCS,LF,2,2,54,0,0,0,0,false,,,
carrocl02,1970,CIN,NL,NLCS,P,2,0,4,0,0,0,0,false,,0,0
clinety01,1970,CIN,NL,NLCS,LF,1,0,3,0,0,0,0,false,,,
clonito01,1970,CIN,NL,NLCS,P,1,1,15,0,2,0,0,false,,0,1
conceda01,1970,CIN,NL,NLCS,SS,2,0,9,1,2,0,0,false,,,
grangwa01,1970,CIN,NL,NLCS,P,1,0,2,0,0,0,0,false,,0,0
gulledo01,1970,CIN,NL,NLCS,P,2,0,11,0,0,0,0,false,,0,0
helmsto01,1970,CIN,NL,NLCS,2B,3,3,84,11,12,0,1,false,,,
mayle01,1970,CIN,NL,NLCS,1B,3,3,84,32,1,0,1,false,,,
mcraeha01,1970,CIN,NL,NLCS,LF,1,1,16,2,0,0,0,false,,,
merriji01,1970,CIN,NL,NLCS,P,1,1,16,0,2,0,0,false,,0,0
nolanga01,1970,CIN,NL,NLCS,P,1,1,27,0,2,0,0,false,,0,1
perezto01,1970,CIN,NL,NLCS,3B,3,3,75,5,7,1,1,false,,,
rosepe01,1970,CIN,NL,NLCS,RF,3,3,84,3,0,0,0,false,,,
stewaji01,1970,CIN,NL,NLCS,LF,1,0,11,0,0,0,0,false,,,
tolanbo01,1970,CIN,NL,NLCS,CF,3,3,84,5,0,0,0,false,,,
wilcomi01,1970,CIN,NL,NLCS,P,1,0,9,0,1,0,0,false,,0,0
woodwwo01,1970,CIN,NL,NLCS,3B,2,0,9,0,0,0,0,false,,,
woodwwo01,1970,CIN,NL,NLCS,SS,3,3,75,5,8,0,0,false,,,
alleyge01,1970,PIT,NL,NLCS,SS,2,2,57,6,7,0,3,false,,,
alouma01,1970,PIT,NL,NLCS,CF,3,3,81,6,0,0,0,false,,,
cashda01,1970,PIT,NL,NLCS,2B,2,2,57,6,8,0,3,false,,,
clemero01,1970,PIT,NL,NLCS,RF,3,3,81,7,0,0,0,false,,,
ellisdo01,1970,PIT,NL,NLCS,P,1,1,29,0,3,0,0,false,,0,0
gibbojo01,1970,PIT,NL,NLCS,P,2,0,1,0,0,0,0,false,,0,0
giustda01,1970,PIT,NL,NLCS,P,2,0,7,1,0,0,0,false,,0,0
hebneri01,1970,PIT,NL,NLCS,3B,2,2,54,0,4,0,0,false,,,
jeterjo01,1970,PIT,NL,NLCS,LF,1,0,6,2,0,0,0,false,,,
mazerbi01,1970,PIT,NL,NLCS,2B,1,1,24,1,4,0,0,false,,,
moosebo01,1970,PIT,NL,NLCS,P,1,1,23,1,2,0,0,false,,0,1
oliveal01,1970,PIT,NL,NLCS,1B,2,2,54,22,1,0,1,false,,,
paganjo01,1970,PIT,NL,NLCS,3B,1,1,27,0,4,0,0,false,,,
patekfr01,1970,PIT,NL,NLCS,SS,1,1,24,1,2,0,0,false,,,
roberbo01,1970,PIT,NL,NLCS,1B,1,1,27,11,1,0,1,false,,,
sanguma01,1970,PIT,NL,NLCS,C,3,3,81,13,1,1,0,false,0,1,1
stargwi01,1970,PIT,NL,NLCS,LF,3,3,75,4,0,0,0,false,,,
walkelu01,1970,PIT,NL,NLCS,P,1,1,21,0,0,1,0,false,,1,0
belanma01,1970,BAL,AL,WS,SS,5,5,135,11,14,1,1,false,,,
blairpa01,1970,BAL,AL,WS,CF,5,5,135,18,0,1,0,false,,,
bufordo01,1970,BAL,AL,WS,LF,4,4,108,6,0,0,0,false,,,
cuellmi01,1970,BAL,AL,WS,P,2,2,34,0,1,0,1,false,,0,0
