playerid,yearid,votedby,ballots,needed,votes,inducted,category,needed_note
motama01,1988,BBWAA,427,321,18,false,Player,
belanma01,1988,BBWAA,427,321,16,false,Player,
leebi03,1988,BBWAA,427,321,3,false,Player,
mayle01,1988,BBWAA,427,321,3,false,Player,
smithre06,1988,BBWAA,427,321,3,false,Player,
hraboal01,1988,BBWAA,427,321,1,false,Player,
bahnsst01,1988,BBWAA,427,321,0,false,Player,
grimsro02,1988,BBWAA,427,321,0,false,Player,
hislela01,1988,BBWAA,427,321,0,false,Player,
jacksgr01,1988,BBWAA,427,321,0,false,Player,
jonesra01,1988,BBWAA,427,321,0,false,Player,
maybejo01,1988,BBWAA,427,321,0,false,Player,
mcgloly01,1988,BBWAA,427,321,0,false,Player,
medicdo01,1988,BBWAA,427,321,0,false,Player,
milnejo01,1988,BBWAA,427,321,0,false,Player,
montawi01,1988,BBWAA,427,321,0,false,Player,
rudijo01,1988,BBWAA,427,321,0,false,Player,
spencji01,1988,BBWAA,427,321,0,false,Player,
unserde01,1988,BBWAA,427,321,0,false,Player,
wiseri01,1988,BBWAA,427,321,0,false,Player,
benchjo01,1989,BBWAA,447,336,431,true,Player,
yastrca01,1989,BBWAA,447,336,423,true,Player,
perryga01,1989,BBWAA,447,336,304,false,Player,
bunniji01,1989,BBWAA,447,336,283,false,Player,
jenkife01,1989,BBWAA,447,336,234,false,Player,
cepedor01,1989,BBWAA,447,336,176,false,Player,
olivato01,1989,BBWAA,447,336,135,false,Player,
mazerbi01,1989,BBWAA,447,336,134,false,Player,
kuennha01,1989,BBWAA,447,336,115,false,Player,
willsma01,1989,BBWAA,447,336,95,false,Player,
kaatji01,1989,BBWAA,447,336,87,false,Player,
santoro01,1989,BBWAA,447,336,75,false,Player,
boyerke01,1989,BBWAA,447,336,62,false,Player,
minosmi01,1989,BBWAA,447,336,59,false,Player,
facero01,1989,BBWAA,447,336,47,false,Player,
lolicmi01,1989,BBWAA,447,336,47,false,Player,
tiantlu01,1989,BBWAA,447,336,47,false,Player,
torrejo01,1989,BBWAA,447,336,40,false,Player,
allendi01,1989,BBWAA,447,336,35,false,Player,
pinsova01,1989,BBWAA,447,336,33,false,Player,
munsoth01,1989,BBWAA,447,336,31,false,Player,
bondsbo01,1989,BBWAA,447,336,29,false,Player,
floodcu01,1989,BBWAA,447,336,27,false,Player,
lylesp01,1989,BBWAA,447,336,25,false,Player,
campabe01,1989,BBWAA,447,336,14,false,Player,
woodwi01,1989,BBWAA,447,336,14,false,Player,
motama01,1989,BBWAA,447,336,9,false,Player,
murcebo01,1989,BBWAA,447,336,3,false,Player,
moneydo01,1989,BBWAA,447,336,1,false,Player,
tenacge01,1989,BBWAA,447,336,1,false,Player,
barrji01,1989,BBWAA,447,336,0,false,Player,
crowlte01,1989,BBWAA,447,336,0,false,Player,
fergujo01,1989,BBWAA,447,336,0,false,Player,
frymawo01,1989,BBWAA,447,336,0,false,Player,
geronce01,1989,BBWAA,447,336,0,false,Player,
goltzda01,1989,BBWAA,447,336,0,false,Player,
matlajo01,1989,BBWAA,447,336,0,false,Player,
mayru01,1989,BBWAA,447,336,0,false,Player,
mcbriba01,1989,BBWAA,447,336,0,false,Player,
robinbi02,1989,BBWAA,447,336,0,false,Player,
ziskri01,1989,BBWAA,447,336,0,false,Player,
barlial99,1989,Veterans,,,,true,Umpire,
schoere01,1989,Veterans,,,,true,Player,
palmeji01,1990,BBWAA,444,333,411,true,Player,
morgajo02,1990,BBWAA,444,333,363,true,Player,
perryga01,1990,BBWAA,444,333,320,false,Player,
jenkife01,1990,BBWAA,444,333,296,false,Player,
bunniji01,1990,BBWAA,444,333,257,false,Player,
cepedor01,1990,BBWAA,444,333,211,false,Player,
olivato01,1990,BBWAA,444,333,142,false,Player,
mazerbi01,1990,BBWAA,444,333,131,false,Player,
kuennha01,1990,BBWAA,444,333,107,false,Player,
santoro01,1990,BBWAA,444,333,96,false,Player,
willsma01,1990,BBWAA,444,333,95,false,Player,
kaatji01,1990,BBWAA,444,333,79,false,Player,
boyerke01,1990,BBWAA,444,333,78,false,Player,
allendi01,1990,BBWAA,444,333,58,false,Player,
torrejo01,1990,BBWAA,444,333,55,false,Player,
minosmi01,1990,BBWAA,444,333,51,false,Player,
facero01,1990,BBWAA,444,333,50,false,Player,
tiantlu01,1990,BBWAA,444,333,42,false,Player,
pinsova01,1990,BBWAA,444,333,36,false,Player,
floodcu01,1990,BBWAA,444,333,35,false,Player,
munsoth01,1990,BBWAA,444,333,33,false,Player,
bondsbo01,1990,BBWAA,444,333,30,false,Player,
lolicmi01,1990,BBWAA,444,333,27,false,Player,
lylesp01,1990,BBWAA,444,333,25,false,Player,
mcgratu01,1990,BBWAA,444,333,6,false,Player,
dentbu01,1990,BBWAA,444,333,3,false,Player,
watsobo01,1990,BBWAA,444,333,3,false,Player,
mondari01,1990,BBWAA,444,333,2,false,Player,
pinielo01,1990,BBWAA,444,333,2,false,Player,
rivermi01,1990,BBWAA,444,333,2,false,Player,
bibbyji01,1990,BBWAA,444,333,1,false,Player,
luzingr01,1990,BBWAA,444,333,1,false,Player,
remyje01,1990,BBWAA,444,333,1,false,Player,
torremi01,1990,BBWAA,444,333,1,false,Player,
caldwmi01,1990,BBWAA,444,333,0,false,Player,
howelro02,1990,BBWAA,444,333,0,false,Player,
moraljo01,1990,BBWAA,444,333,0,false,Player,
otisam01,1990,BBWAA,444,333,0,false,Player,
scottto01,1990,BBWAA,444,333,0,false,Player,
singlke01,1990,BBWAA,444,333,0,false,Player,
splitpa01,1990,BBWAA,444,333,0,false,Player,
stearjo01,1990,BBWAA,444,333,0,false,Player,
summech01,1990,BBWAA,444,333,0,false,Player,
tidrodi01,1990,BBWAA,444,333,0,false,Player,
carewro01,1991,BBWAA,443,333,401,true,Player,
perryga01,1991,BBWAA,443,333,342,true,Player,
jenkife01,1991,BBWAA,443,333,334,true,Player,
fingero01,1991,BBWAA,443,333,291,false,Player,
bunniji01,1991,BBWAA,443,333,282,false,Player,
cepedor01,1991,BBWAA,443,333,192,false,Player,
olivato01,1991,BBWAA,443,333,160,false,Player,
mazerbi01,1991,BBWAA,443,333,142,false,Player,
santoro01,1991,BBWAA,443,333,116,false,Player,
kuennha01,1991,BBWAA,443,333,100,false,Player,
kaatji01,1991,BBWAA,443,333,62,false,Player,
willsma01,1991,BBWAA,443,333,61,false,Player,
allendi01,1991,BBWAA,443,333,59,false,Player,
boyerke01,1991,BBWAA,443,333,58,false,Player,
torrejo01,1991,BBWAA,443,333,41,false,Player,
bondsbo01,1991,BBWAA,443,333,39,false,Player,
minosmi01,1991,BBWAA,443,333,38,false,Player,
lolicmi01,1991,BBWAA,443,333,33,false,Player,
tiantlu01,1991,BBWAA,443,333,32,false,Player,
pinsova01,1991,BBWAA,443,333,30,false,Player,
munsoth01,1991,BBWAA,443,333,28,false,Player,
staubru01,1991,BBWAA,443,333,28,false,Player,
floodcu01,1991,BBWAA,443,333,23,false,Player,
oliveal01,1991,BBWAA,443,333,19,false,Player,
lylesp01,1991,BBWAA,443,333,15,false,Player,
bowala01,1991,BBWAA,443,333,11,false,Player,
koosmje01,1991,BBWAA,443,333,4,false,Player,
burroje01,1991,BBWAA,443,333,1,false,Player,
hargrmi01,1991,BBWAA,443,333,1,false,Player,
hebneri01,1991,BBWAA,443,333,1,false,Player,
hootobu01,1991,BBWAA,443,333,1,false,Player,
jorgemi01,1991,BBWAA,443,333,1,false,Player,
lowenjo01,1991,BBWAA,443,333,1,false,Player,
valenel01,1991,BBWAA,443,333,1,false,Player,
bailobo01,1991,BBWAA,443,333,0,false,Player,
bumbral01,1991,BBWAA,443,333,0,false,Player,
dauerri01,1991,BBWAA,443,333,0,false,Player,
gamblos01,1991,BBWAA,443,333,0,false,Player,
gurala01,1991,BBWAA,443,333,0,false,Player,
howear01,1991,BBWAA,443,333,0,false,Player,
kisonbr01,1991,BBWAA,443,333,0,false,Player,
rogerst01,1991,BBWAA,443,333,0,false,Player,
wathajo01,1991,BBWAA,443,333,0,false,Player,
zachrpa01,1991,BBWAA,443,333,0,false,Player,
zahnge01,1991,BBWAA,443,333,0,false,Player,
lazzeto01,1991,Veterans,,,,true,Player,
veeckbi99,1991,Veterans,,,,true,Pioneer/Executive,
seaveto01,1992,BBWAA,430,323,425,true,Player,
fingero01,1992,BBWAA,430,323,349,true,Player,
cepedor01,1992,BBWAA,430,323,246,false,Player,
perezto01,1992,BBWAA,430,323,215,false,Player,
mazerbi01,1992,BBWAA,430,323,182,false,Player,
olivato01,1992,BBWAA,430,323,175,false,Player,
santoro01,1992,BBWAA,430,323,136,false,Player,
kaatji01,1992,BBWAA,430,323,114,false,Player,
willsma01,1992,BBWAA,430,323,110,false,Player,
boyerke01,1992,BBWAA,430,323,71,false,Player,
allendi01,1992,BBWAA,430,323,69,false,Player,
minosmi01,1992,BBWAA,430,323,69,false,Player,
torrejo01,1992,BBWAA,430,323,62,false,Player,
tiantlu01,1992,BBWAA,430,323,50,false,Player,
lolicmi01,1992,BBWAA,430,323,45,false,Player,
floodcu01,1992,BBWAA,430,323,42,false,Player,
rosepe01,1992,BBWAA,430,323,41,false,Player,
bondsbo01,1992,BBWAA,430,323,40,false,Player,
pinsova01,1992,BBWAA,430,323,36,false,Player,
munsoth01,1992,BBWAA,430,323,32,false,Player,
staubru01,1992,BBWAA,430,323,26,false,Player,
fostege01,1992,BBWAA,430,323,24,false,Player,
bluevi01,1992,BBWAA,430,323,23,false,Player,
grichbo01,1992,BBWAA,430,323,11,false,Player,
bakerdu01,1992,BBWAA,430,323,4,false,Player,
kingmda01,1992,BBWAA,430,323,3,false,Player,
russebi01,1992,BBWAA,430,323,3,false,Player,
cedence01,1992,BBWAA,430,323,2,false,Player,
yeagest01,1992,BBWAA,430,323,2,false,Player,
harrato01,1992,BBWAA,430,323,1,false,Player,
leonade01,1992,BBWAA,430,323,1,false,Player,
dennyjo01,1992,BBWAA,430,323,0,false,Player,
forscke01,1992,BBWAA,430,323,0,false,Player,
maddoga01,1992,BBWAA,430,323,0,false,Player,
oglivbe01,1992,BBWAA,430,323,0,false,Player,
thomago01,1992,BBWAA,430,323,0,false,Player,
vuckope01,1992,BBWAA,430,323,0,false,Player,
mcgowbi99,1992,Veterans,,,,true,Umpire,
newhoha01,1992,Veterans,,,,true,Player,
jacksre01,1993,BBWAA,423,318,396,true,Player,
niekrph01,1993,BBWAA,423,318,278,false,Player,
cepedor01,1993,BBWAA,423,318,252,false,Player,
perezto01,1993,BBWAA,423,318,233,false,Player,
garvest01,1993,BBWAA,423,318,176,false,Player,
olivato01,1993,BBWAA,423,318,157,false,Player,
santoro01,1993,BBWAA,423,318,155,false,Player,
kaatji01,1993,BBWAA,423,318,125,false,Player,
allendi01,1993,BBWAA,423,318,70,false,Player,
boyerke01,1993,BBWAA,423,318,69,false,Player,
minosmi01,1993,BBWAA,423,318,67,false,Player,
torrejo01,1993,BBWAA,423,318,63,false,Player,
tiantlu01,1993,BBWAA,423,318,62,false,Player,
bondsbo01,1993,BBWAA,423,318,45,false,Player,
lolicmi01,1993,BBWAA,423,318,43,false,Player,
munsoth01,1993,BBWAA,423,318,40,false,Player,
pinsova01,1993,BBWAA,423,318,38,false,Player,
bluevi01,1993,BBWAA,423,318,37,false,Player,
floodcu01,1993,BBWAA,423,318,36,false,Player,
staubru01,1993,BBWAA,423,318,32,false,Player,
fostege01,1993,BBWAA,423,318,29,false,Player,
madlobi01,1993,BBWAA,423,318,19,false,Player,
rosepe01,1993,BBWAA,423,318,14,false,Player,
ceyro01,1993,BBWAA,423,318,8,false,Player,
decindo01,1993,BBWAA,423,318,2,false,Player,
lopesda01,1993,BBWAA,423,318,2,false,Player,
thornan01,1993,BBWAA,423,318,2,false,Player,
campbbi02,1993,BBWAA,423,318,1,false,Player,
burleri01,1993,BBWAA,423,318,0,false,Player,
coopece01,1993,BBWAA,423,318,0,false,Player,
matthga01,1993,BBWAA,423,318,0,false,Player,
mcraeha01,1993,BBWAA,423,318,0,false,Player,
porteda02,1993,BBWAA,423,318,0,false,Player,
carltst01,1994,BBWAA,456,342,436,true,Player,
cepedor01,1994,BBWAA,456,342,335,false,Player,
niekrph01,1994,BBWAA,456,342,273,false,Player,
perezto01,1994,BBWAA,456,342,263,false,Player,
suttodo01,1994,BBWAA,456,342,259,false,Player,
garvest01,1994,BBWAA,456,342,166,false,Player,
olivato01,1994,BBWAA,456,342,158,false,Player,
santoro01,1994,BBWAA,456,342,150,false,Player,
suttebr01,1994,BBWAA,456,342,109,false,Player,
kaatji01,1994,BBWAA,456,342,98,false,Player,
allendi01,1994,BBWAA,456,342,66,false,Player,
boyerke01,1994,BBWAA,456,342,54,false,Player,
torrejo01,1994,BBWAA,456,342,53,false,Player,
pinsova01,1994,BBWAA,456,342,46,false,Player,
minosmi01,1994,BBWAA,456,342,45,false,Player,
tiantlu01,1994,BBWAA,456,342,42,false,Player,
floodcu01,1994,BBWAA,456,342,39,false,Player,
nettlgr01,1994,BBWAA,456,342,38,false,Player,
bondsbo01,1994,BBWAA,456,342,37,false,Player,
staubru01,1994,BBWAA,456,342,36,false,Player,
conceda01,1994,BBWAA,456,342,31,false,Player,
munsoth01,1994,BBWAA,456,342,31,false,Player,
guidrro01,1994,BBWAA,456,342,24,false,Player,
lolicmi01,1994,BBWAA,456,342,23,false,Player,
rosepe01,1994,BBWAA,456,342,19,false,Player,
simmote01,1994,BBWAA,456,342,17,false,Player,
fostege01,1994,BBWAA,456,342,16,false,Player,
bluevi01,1994,BBWAA,456,342,14,false,Player,
baylodo01,1994,BBWAA,456,342,12,false,Player,
niekrjo01,1994,BBWAA,456,342,6,false,Player,
cruzjo01,1994,BBWAA,456,342,2,false,Player,
garneph01,1994,BBWAA,456,342,2,false,Player,
parrila01,1994,BBWAA,456,342,2,false,Player,
knighra01,1994,BBWAA,456,342,1,false,Player,
chambch01,1994,BBWAA,456,342,0,false,Player,
hendrge01,1994,BBWAA,456,342,0,false,Player,
hornebo01,1994,BBWAA,456,342,0,false,Player,
mcgresc01,1994,BBWAA,456,342,0,false,Player,
sotoma01,1994,BBWAA,456,342,0,false,Player,
durocle01,1994,Veterans,,,,true,Manager,
rizzuph01,1994,Veterans,,,,true,Player,
schmimi01,1995,BBWAA,460,345,444,true,Player,
niekrph01,1995,BBWAA,460,345,286,false,Player,
suttodo01,1995,BBWAA,460,345,264,false,Player,
perezto01,1995,BBWAA,460,345,259,false,Player,
garvest01,1995,BBWAA,460,345,196,false,Player,
olivato01,1995,BBWAA,460,345,149,false,Player,
santoro01,1995,BBWAA,460,345,139,false,Player,
riceji01,1995,BBWAA,460,345,137,false,Player,
suttebr01,1995,BBWAA,460,345,137,false,Player,
kaatji01,1995,BBWAA,460,345,100,false,Player,
johnto01,1995,BBWAA,460,345,98,false,Player,
allendi01,1995,BBWAA,460,345,72,false,Player,
minosmi01,1995,BBWAA,460,345,66,false,Player,
floodcu01,1995,BBWAA,460,345,59,false,Player,
torrejo01,1995,BBWAA,460,345,50,false,Player,
tiantlu01,1995,BBWAA,460,345,45,false,Player,
conceda01,1995,BBWAA,460,345,43,false,Player,
bondsbo01,1995,BBWAA,460,345,35,false,Player,
pinsova01,1995,BBWAA,460,345,32,false,Player,
munsoth01,1995,BBWAA,460,345,30,false,Player,
nettlgr01,1995,BBWAA,460,345,28,false,Player,
bluevi01,1995,BBWAA,460,345,26,false,Player,
lolicmi01,1995,BBWAA,460,345,26,false,Player,
guidrro01,1995,BBWAA,460,345,25,false,Player,
staubru01,1995,BBWAA,460,345,23,false,Player,
fostege01,1995,BBWAA,460,345,19,false,Player,
baylodo01,1995,BBWAA,460,345,12,false,Player,
bellbu01,1995,BBWAA,460,345,8,false,Player,
evansda01,1995,BBWAA,460,345,8,false,Player,
tekulke01,1995,BBWAA,460,345,6,false,Player,
forscbo01,1995,BBWAA,460,345,2,false,Player,
hernawi01,1995,BBWAA,460,345,2,false,Player,
krukomi01,1995,BBWAA,460,345,1,false,Player,
speiech01,1995,BBWAA,460,345,1,false,Player,
sundbji01,1995,BBWAA,460,345,1,false,Player,
alexado01,1995,BBWAA,460,345,0,false,Player,
grossgr01,1995,BBWAA,460,345,0,false,Player,
rhoderi01,1995,BBWAA,460,345,0,false,Player,
trillma01,1995,BBWAA,460,345,0,false,Player,
ashburi01,1995,Veterans,,,,true,Player,
dayle99,1995,Veterans,,,,true,Player,
hulbewi99,1995,Veterans,,,,true,Pioneer/Executive,
willivi01,1995,Veterans,,,,true,Player,
niekrph01,1996,BBWAA,470,353,321,false,Player,
perezto01,1996,BBWAA,470,353,309,false,Player,
suttodo01,1996,BBWAA,470,353,300,false,Player,
garvest01,1996,BBWAA,470,353,175,false,Player,
santoro01,1996,BBWAA,470,353,174,false,Player,
olivato01,1996,BBWAA,470,353,170,false,Player,
riceji01,1996,BBWAA,470,353,166,false,Player,
suttebr01,1996,BBWAA,470,353,137,false,Player,
johnto01,1996,BBWAA,470,353,102,false,Player,
kaatji01,1996,BBWAA,470,353,91,false,Player,
allendi01,1996,BBWAA,470,353,89,false,Player,
floodcu01,1996,BBWAA,470,353,71,false,Player,
tiantlu01,1996,BBWAA,470,353,64,false,Player,
conceda01,1996,BBWAA,470,353,63,false,Player,
minosmi01,1996,BBWAA,470,353,62,false,Player,
pinsova01,1996,BBWAA,470,353,51,false,Player,
torrejo01,1996,BBWAA,470,353,50,false,Player,
guidrro01,1996,BBWAA,470,353,37,false,Player,
nettlgr01,1996,BBWAA,470,353,37,false,Player,
boonebo01,1996,BBWAA,470,353,36,false,Player,
lolicmi01,1996,BBWAA,470,353,33,false,Player,
lynnfr01,1996,BBWAA,470,353,26,false,Player,
bondsbo01,1996,BBWAA,470,353,24,false,Player,
hernake01,1996,BBWAA,470,353,24,false,Player,
staubru01,1996,BBWAA,470,353,24,false,Player,
quiseda01,1996,BBWAA,470,353,18,false,Player,
whitefr01,1996,BBWAA,470,353,18,false,Player,
bucknbi01,1996,BBWAA,470,353,10,false,Player,
reussje01,1996,BBWAA,470,353,2,false,Player,
tudorjo01,1996,BBWAA,470,353,2,false,Player,
lemonch01,1996,BBWAA,470,353,1,false,Player,
kneppbo01,1996,BBWAA,470,353,0,false,Player,
leonaje01,1996,BBWAA,470,353,0,false,Player,
rayjo01,1996,BBWAA,470,353,0,false,Player,
washicl01,1996,BBWAA,470,353,0,false,Player,
bunniji01,1996,Veterans,,,,true,Player,
fostebi99,1996,Veterans,,,,true,Player,
hanlone01,1996,Veterans,,,,true,Manager,
weaveea99,1996,Veterans,,,,true,Manager,
niekrph01,1997,BBWAA,473,353,380,true,Player,
suttodo01,1997,BBWAA,473,353,346,false,Player,
perezto01,1997,BBWAA,473,353,312,false,Player,
santoro01,1997,BBWAA,473,353,186,false,Player,
riceji01,1997,BBWAA,473,353,178,false,Player,
garvest01,1997,BBWAA,473,353,167,false,Player,
suttebr01,1997,BBWAA,473,353,130,false,Player,
kaatji01,1997,BBWAA,473,353,107,false,Player,
torrejo01,1997,BBWAA,473,353,105,false,Player,
johnto01,1997,BBWAA,473,353,97,false,Player,
minosmi01,1997,BBWAA,473,353,84,false,Player,
parkeda01,1997,BBWAA,473,353,83,false,Player,
allendi01,1997,BBWAA,473,353,79,false,Player,
conceda01,1997,BBWAA,473,353,60,false,Player,
tiantlu01,1997,BBWAA,473,353,53,false,Player,
hernake01,1997,BBWAA,473,353,45,false,Player,
lolicmi01,1997,BBWAA,473,353,34,false,Player,
guidrro01,1997,BBWAA,473,353,31,false,Player,
boonebo01,1997,BBWAA,473,353,28,false,Player,
evansdw01,1997,BBWAA,473,353,28,false,Player,
griffke01,1997,BBWAA,473,353,22,false,Player,
lynnfr01,1997,BBWAA,473,353,22,false,Player,
nettlgr01,1997,BBWAA,473,353,22,false,Player,
bondsbo01,1997,BBWAA,473,353,20,false,Player,
staubru01,1997,BBWAA,473,353,18,false,Player,
reuscri01,1997,BBWAA,473,353,2,false,Player,
scottmi03,1997,BBWAA,473,353,2,false,Player,
templga01,1997,BBWAA,473,353,2,false,Player,
kennete02,1997,BBWAA,473,353,1,false,Player,
puhlte01,1997,BBWAA,473,353,1,false,Player,
foxne01,1997,Veterans,,,,true,Player,
lasorto01,1997,Veterans,,,,true,Manager,
wellswi99,1997,Veterans,,,,true,Player,
suttodo01,1998,BBWAA,473,355,386,true,Player,
perezto01,1998,BBWAA,473,355,321,false,Player,
santoro01,1998,BBWAA,473,355,204,false,Player,
riceji01,1998,BBWAA,473,355,203,false,Player,
cartega01,1998,BBWAA,473,355,200,false,Player,
garvest01,1998,BBWAA,473,355,195,false,Player,
suttebr01,1998,BBWAA,473,355,147,false,Player,
johnto01,1998,BBWAA,473,355,129,false,Player,
kaatji01,1998,BBWAA,473,355,129,false,Player,
parkeda01,1998,BBWAA,473,355,116,false,Player,
blylebe01,1998,BBWAA,473,355,83,false,Player,
conceda01,1998,BBWAA,473,355,80,false,Player,
minosmi01,1998,BBWAA,473,355,76,false,Player,
tiantlu01,1998,BBWAA,473,355,62,false,Player,
hernake01,1998,BBWAA,473,355,51,false,Player,
evansdw01,1998,BBWAA,473,355,49,false,Player,
lolicmi01,1998,BBWAA,473,355,39,false,Player,
guidrro01,1998,BBWAA,473,355,37,false,Player,
boonebo01,1998,BBWAA,473,355,26,false,Player,
clarkja01,1998,BBWAA,473,355,7,false,Player,
guerrpe01,1998,BBWAA,473,355,6,false,Player,
randowi01,1998,BBWAA,473,355,5,false,Player,
lansfca01,1998,BBWAA,473,355,3,false,Player,
downibr01,1998,BBWAA,473,355,2,false,Player,
flanami01,1998,BBWAA,473,355,2,false,Player,
dempsri01,1998,BBWAA,473,355,1,false,Player,
davisge01,1998,Veterans,,,,true,Player,
dobyla01,1998,Veterans,,,,true,Player,
macphle99,1998,Veterans,,,,true,Pioneer/Executive,
roganbu99,1998,Veterans,,,,true,Player,
ryanno01,1999,BBWAA,497,373,491,true,Player,
brettge01,1999,BBWAA,497,373,488,true,Player,
yountro01,1999,BBWAA,497,373,385,true,Player,
fiskca01,1999,BBWAA,497,373,330,false,Player,
perezto01,1999,BBWAA,497,373,302,false,Player,
cartega01,1999,BBWAA,497,373,168,false,Player,
garvest01,1999,BBWAA,497,373,150,false,Player,
riceji01,1999,BBWAA,497,373,146,false,Player,
suttebr01,1999,BBWAA,497,373,121,false,Player,
kaatji01,1999,BBWAA,497,373,100,false,Player,
murphda05,1999,BBWAA,497,373,96,false,Player,
johnto01,1999,BBWAA,497,373,93,false,Player,
parkeda01,1999,BBWAA,497,373,80,false,Player,
minosmi01,1999,BBWAA,497,373,73,false,Player,
blylebe01,1999,BBWAA,497,373,70,false,Player,
conceda01,1999,BBWAA,497,373,59,false,Player,
tiantlu01,1999,BBWAA,497,373,53,false,Player,
hernake01,1999,BBWAA,497,373,34,false,Player,
guidrro01,1999,BBWAA,497,373,31,false,Player,
boonebo01,1999,BBWAA,497,373,27,false,Player,
lolicmi01,1999,BBWAA,497,373,26,false,Player,
evansdw01,1999,BBWAA,497,373,18,false,Player,
bellge02,1999,BBWAA,497,373,6,false,Player,
candejo01,1999,BBWAA,497,373,1,false,Player,
boddimi01,1999,BBWAA,497,373,0,false,Player,
leibrch01,1999,BBWAA,497,373,0,false,Player,
tananfr01,1999,BBWAA,497,373,0,false,Player,
wittmi01,1999,BBWAA,497,373,0,false,Player,
cepedor01,1999,Veterans,,,,true,Player,
chylane99,1999,Veterans,,,,true,Umpire,
seleefr99,1999,Veterans,,,,true,Manager,
willijo99,1999,Veterans,,,,true,Player,
fiskca01,2000,BBWAA,499,375,397,true,Player,
perezto01,2000,BBWAA,499,375,385,true,Player,
riceji01,2000,BBWAA,499,375,257,false,Player,
cartega01,2000,BBWAA,499,375,248,false,Player,
suttebr01,2000,BBWAA,499,375,192,false,Player,
gossari01,2000,BBWAA,499,375,166,false,Player,
garvest01,2000,BBWAA,499,375,160,false,Player,
johnto01,2000,BBWAA,499,375,135,false,Player,
kaatji01,2000,BBWAA,499,375,125,false,Player,
murphda05,2000,BBWAA,499,375,116,false,Player,
morrija02,2000,BBWAA,499,375,111,false,Player,
parkeda01,2000,BBWAA,499,375,104,false,Player,
blylebe01,2000,BBWAA,499,375,87,false,Player,
tiantlu01,2000,BBWAA,499,375,86,false,Player,
conceda01,2000,BBWAA,499,375,67,false,Player,
hernake01,2000,BBWAA,499,375,52,false,Player,
guidrro01,2000,BBWAA,499,375,44,false,Player,
reardje01,2000,BBWAA,499,375,24,false,Player,
boonebo01,2000,BBWAA,499,375,21,false,Player,
wilsowi02,2000,BBWAA,499,375,10,false,Player,
sutclri01,2000,BBWAA,499,375,9,false,Player,
hrbekke01,2000,BBWAA,499,375,5,false,Player,
houghch01,2000,BBWAA,499,375,4,false,Player,
hendeda01,2000,BBWAA,499,375,2,false,Player,
saxst01,2000,BBWAA,499,375,2,false,Player,
gullibi01,2000,BBWAA,499,375,1,false,Player,
hurstbr01,2000,BBWAA,499,375,1,false,Player,
smithlo01,2000,BBWAA,499,375,1,false,Player,
welchbo01,2000,BBWAA,499,375,1,false,Player,
brookhu01,2000,BBWAA,499,375,0,false,Player,
andersp01,2000,Veterans,,,,true,Manager,
mcphebi01,2000,Veterans,,,,true,Player,
steartu99,2000,Veterans,,,,true,Player,
winfida01,2001,BBWAA,515,387,435,true,Player,
puckeki01,2001,BBWAA,515,387,423,true,Player,
cartega01,2001,BBWAA,515,387,334,false,Player,
riceji01,2001,BBWAA,515,387,298,false,Player,
suttebr01,2001,BBWAA,515,387,245,false,Player,
gossari01,2001,BBWAA,515,387,228,false,Player,
garvest01,2001,BBWAA,515,387,176,false,Player,
johnto01,2001,BBWAA,515,387,146,false,Player,
mattido01,2001,BBWAA,515,387,145,false,Player,
kaatji01,2001,BBWAA,515,387,135,false,Player,
blylebe01,2001,BBWAA,515,387,121,false,Player,
morrija02,2001,BBWAA,515,387,101,false,Player,
murphda05,2001,BBWAA,515,387,93,false,Player,
parkeda01,2001,BBWAA,515,387,84,false,Player,
conceda01,2001,BBWAA,515,387,74,false,Player,
tiantlu01,2001,BBWAA,515,387,63,false,Player,
hernake01,2001,BBWAA,515,387,41,false,Player,
stewada01,2001,BBWAA,515,387,38,false,Player,
guidrro01,2001,BBWAA,515,387,27,false,Player,
whitalo01,2001,BBWAA,515,387,15,false,Player,
gibsoki01,2001,BBWAA,515,387,13,false,Player,
parrila02,2001,BBWAA,515,387,9,false,Player,
henketo01,2001,BBWAA,515,387,6,false,Player,
righeda01,2001,BBWAA,515,387,2,false,Player,
bedrost01,2001,BBWAA,515,387,1,false,Player,
brownto05,2001,BBWAA,515,387,1,false,Player,
darliro01,2001,BBWAA,515,387,1,false,Player,
deshaji01,2001,BBWAA,515,387,1,false,Player,
krukjo01,2001,BBWAA,515,387,1,false,Player,
rijojo01,2001,BBWAA,515,387,1,false,Player,
johnsho01,2001,BBWAA,515,387,0,false,Player,
vanslan01,2001,BBWAA,515,387,0,false,Player,
mazerbi01,2001,Veterans,,,,true,Player,
smithhi99,2001,Veterans,,,,true,Player,
smithoz01,2002,BBWAA,472,354,433,true,Player,
cartega01,2002,BBWAA,472,354,343,false,Player,
riceji01,2002,BBWAA,472,354,260,false,Player,
suttebr01,2002,BBWAA,472,354,238,false,Player,
dawsoan01,2002,BBWAA,472,354,214,false,Player,
gossari01,2002,BBWAA,472,354,203,false,Player,
garvest01,2002,BBWAA,472,354,134,false,Player,
johnto01,2002,BBWAA,472,354,127,false,Player,
blylebe01,2002,BBWAA,472,354,124,false,Player,
kaatji01,2002,BBWAA,472,354,109,false,Player,
morrija02,2002,BBWAA,472,354,97,false,Player,
mattido01,2002,BBWAA,472,354,96,false,Player,
tiantlu01,2002,BBWAA,472,354,85,false,Player,
trammal01,2002,BBWAA,472,354,74,false,Player,
